structural_type,construction_material,fire_load_type,wall_thickness,height_floors,temperature,wind,humidity,area_m2,paint,room_number,room_occupants,fire_resistance
Masonry Structures,Steel,Residential,2,1,17.48254642605305,7.751991855873498,60.7691453775403,972,Fire Resistant Paint,7,10,4.4
Brick,Steel,Commercial,2,47,30.073986361340168,5.917616870271331,77.80320264283864,1106,Standard Paint,57,40,5.7
Reinforced Concrete Structures,Steel,Residential,2,5,14.166686863434382,8.283015923847717,63.75444878400068,1889,Standard Paint,8,5,5.6
Masonry Structures,Timber,Residential,2,5,11.385637915468665,5.3579762208239705,56.714568197157575,1868,Fire Resistant Paint,6,1,1.8
Reinforced Concrete Structures,Steel,Commercial,1,22,25.137380239955128,3.3809861075808048,58.62976322415475,216,Fire Resistant Paint,68,27,2.7
Timber Structures,Steel,Residential,2,6,26.122348020975217,4.199615573182786,64.34668786854101,661,Standard Paint,11,10,4.7
Sandstone,Timber,Residential,2,5,29.736125584872646,3.4308347159366837,75.65327813939592,1495,Fire Resistant Paint,7,8,3.7
Timber Structures,Timber,Commercial,1,30,13.59813698816531,5.012680654550202,72.83863460196335,1559,Fire Resistant Paint,58,16,4.2
Brick,Timber,Commercial,2,25,16.291463905383868,6.624188133004838,51.46640386052201,1474,Fire Resistant Paint,56,44,4.8
Timber Structures,Concrete,Residential,2,3,22.999370846026835,5.178989378358908,46.697693643374755,728,Standard Paint,3,8,5.3
Sandstone,Concrete,Residential,2,1,33.43853725929466,9.9067615675971,69.7578385248494,201,Standard Paint,5,5,4.0
Brick,Timber,Commercial,2,40,34.643491951595564,3.9079148788961495,41.96702102224498,1544,Fire Resistant Paint,83,34,2.3
Masonry Structures,Concrete,Commercial,1,33,21.548173211435895,1.9573843640534907,66.53304700411387,1256,Fire Resistant Paint,64,27,5.1
Masonry Structures,Concrete,Residential,1,2,32.140535085873154,2.0678645700846783,56.96836388066017,1182,Standard Paint,8,5,2.1
Sandstone,Timber,Residential,2,6,34.272262402633686,3.7958331808582124,50.23448943498715,1283,Standard Paint,11,4,2.2
Timber Structures,Timber,Commercial,2,49,28.20994706227761,6.4337913712549195,68.25463505845094,904,Fire Resistant Paint,93,19,2.3
Sandstone,Concrete,Commercial,2,31,13.868550895280201,1.6633934644112514,45.21127297703064,1572,Fire Resistant Paint,99,45,4.2
Timber Structures,Steel,Residential,2,4,16.23408568924255,6.8868776096335385,41.13595242269416,1456,Fire Resistant Paint,8,1,6.6
Masonry Structures,Steel,Residential,1,2,26.458246697212676,8.18626942776677,85.4816830472605,1840,Standard Paint,6,1,4.2
Timber Structures,Steel,Residential,2,6,31.772788828358063,5.5253220271386585,62.53023527898483,725,Fire Resistant Paint,8,1,3.2
Masonry Structures,Steel,Commercial,2,36,11.532670169400285,8.50511004977535,44.531271212579156,1175,Standard Paint,77,23,1.7
Reinforced Concrete Structures,Concrete,Commercial,2,49,31.67039929817789,1.301872283450615,43.394315610380495,1894,Fire Resistant Paint,81,49,3.9
Brick,Timber,Commercial,1,21,21.574737039185035,3.4852566811487256,84.07091106263732,815,Standard Paint,96,26,3.8
Masonry Structures,Concrete,Residential,1,6,26.13112966923267,4.410078468769862,66.34791645256554,1470,Fire Resistant Paint,10,2,2.5
Masonry Structures,Timber,Residential,1,1,10.65960069165878,8.650469717228654,85.31223544621423,174,Standard Paint,8,4,4.3
Timber Structures,Concrete,Commercial,2,25,23.000273269620763,2.3585024065608016,78.1488352483752,394,Standard Paint,73,48,5.0
Masonry Structures,Timber,Residential,2,5,11.975850394650546,5.807372004810858,69.84973697589557,1948,Fire Resistant Paint,10,10,2.6
Masonry Structures,Concrete,Commercial,1,7,23.032213891151166,9.131289651996207,79.7247624110022,1245,Standard Paint,31,44,6.2
Timber Structures,Steel,Commercial,2,38,13.095360328799401,3.1358464475770926,70.78318233998215,500,Fire Resistant Paint,67,33,5.3
Sandstone,Steel,Residential,2,4,22.418683826151092,8.934021961857985,43.980158393495174,1196,Standard Paint,6,6,5.6
Reinforced Concrete Structures,Concrete,Commercial,1,40,16.170853749094086,8.021458112932454,55.44926013532361,1599,Fire Resistant Paint,55,19,2.6
Sandstone,Timber,Residential,1,2,21.141347833997234,5.606086163816625,74.14376771876155,555,Fire Resistant Paint,8,3,7.6
Sandstone,Steel,Commercial,2,49,30.972943805204057,7.76605245718287,74.64364270043009,222,Standard Paint,85,35,7.7
Masonry Structures,Concrete,Commercial,1,13,33.01643752685346,8.425611938364053,50.18299835498557,348,Standard Paint,49,34,2.2
Sandstone,Timber,Residential,2,3,17.420750923818247,7.7526308895802005,46.136371523388064,673,Standard Paint,8,5,2.2
Timber Structures,Timber,Commercial,2,36,31.249625499738716,2.272086618567938,69.65161720735087,1190,Fire Resistant Paint,72,46,4.7
Timber Structures,Timber,Commercial,2,33,19.112636697409304,1.1189773467446638,68.64448926652909,835,Fire Resistant Paint,74,20,3.8
Brick,Timber,Commercial,1,35,29.219969346797686,3.5916429258656906,82.24145698159234,1828,Fire Resistant Paint,69,39,4.3
Reinforced Concrete Structures,Steel,Residential,2,3,22.541395405966988,3.438617625702502,79.41403055304664,390,Standard Paint,10,6,4.9
Reinforced Concrete Structures,Concrete,Commercial,2,32,29.276191689449508,3.766213405408961,40.07713950647887,1671,Fire Resistant Paint,66,22,6.3
Timber Structures,Concrete,Residential,1,2,23.937388081564272,4.0362398421238215,45.18103317846189,397,Fire Resistant Paint,8,6,2.9
Timber Structures,Steel,Residential,1,5,34.709454852803276,6.197802363396905,86.67319254191085,166,Fire Resistant Paint,7,8,2.4
Sandstone,Concrete,Commercial,2,48,22.517085697834545,9.93178137035741,61.677893510309666,684,Fire Resistant Paint,88,50,3.6
Reinforced Concrete Structures,Steel,Commercial,2,9,32.505750517451574,1.7065012600028981,46.95527822479242,1634,Fire Resistant Paint,54,20,1.6
Brick,Concrete,Commercial,1,18,20.615289444402624,7.924190403068466,68.33144053515298,454,Fire Resistant Paint,75,21,4.3
Timber Structures,Concrete,Residential,2,6,21.146571732354932,3.191326751114641,50.5323458541528,1413,Standard Paint,11,8,1.4
Reinforced Concrete Structures,Concrete,Commercial,1,43,24.140025615475494,5.517390808919044,81.70920079880358,1907,Standard Paint,82,30,2.4
Timber Structures,Timber,Commercial,1,47,24.007282820307918,4.277142182194375,81.83463285969998,447,Standard Paint,98,14,4.7
Timber Structures,Concrete,Commercial,2,23,31.51197942365904,4.535728861862893,57.048878359333216,571,Standard Paint,77,50,2.3
Sandstone,Concrete,Residential,2,6,22.203278013175016,2.7474833533655105,56.20826730477624,1214,Fire Resistant Paint,6,1,4.4
Timber Structures,Concrete,Residential,2,2,18.2888310749206,9.16189687066316,50.326902192240716,1802,Standard Paint,5,10,2.8
Timber Structures,Timber,Commercial,2,22,29.536309537007057,5.903526437412614,67.51281196181456,279,Standard Paint,56,24,1.1
Sandstone,Steel,Residential,2,3,32.77690660590893,3.4166787594331165,69.45480813715163,1199,Standard Paint,7,8,4.1
Sandstone,Steel,Commercial,2,20,17.969747064121357,8.898036718427635,50.30433435873214,1975,Fire Resistant Paint,60,45,2.7
Timber Structures,Steel,Residential,1,4,25.72862330357641,2.631527721361324,47.22946286280683,1982,Standard Paint,7,4,4.0
Sandstone,Steel,Residential,1,4,14.865873327401857,8.744823492377476,61.557170951815536,1604,Fire Resistant Paint,7,6,1.5
Masonry Structures,Concrete,Commercial,1,38,32.0671153519753,1.2099038530259925,47.756938192364615,760,Standard Paint,56,22,3.8
Brick,Concrete,Residential,1,6,21.71015749058435,4.610793047876168,73.79818295532189,564,Fire Resistant Paint,11,7,5.2
Timber Structures,Steel,Residential,1,2,27.653190063463086,6.72647724211421,65.3167769121312,108,Fire Resistant Paint,8,7,3.7
Sandstone,Timber,Commercial,1,12,25.33731450246659,1.0139307525743573,51.94693597879514,1993,Standard Paint,66,41,4.2
Sandstone,Steel,Commercial,2,21,24.533492055782403,4.632324935490896,45.71990263895392,1513,Standard Paint,94,22,3.7
Reinforced Concrete Structures,Steel,Residential,1,6,27.754233694376506,2.5084487631451076,57.56367421803327,159,Fire Resistant Paint,7,5,2.4
Masonry Structures,Timber,Residential,1,4,31.78808881463057,9.721893230003932,60.1262019586363,1376,Standard Paint,10,9,1.5
Brick,Concrete,Commercial,2,47,19.236584040571575,2.9659641628271456,67.54398761857748,1105,Fire Resistant Paint,74,39,4.9
Timber Structures,Concrete,Residential,1,5,28.73550033108545,4.961810908192852,54.32486860681297,1702,Standard Paint,7,3,3.3
Reinforced Concrete Structures,Timber,Commercial,1,6,18.774737508554743,9.052758002535327,81.90005973188016,1205,Fire Resistant Paint,78,22,6.3
Masonry Structures,Timber,Commercial,1,35,11.721629784740722,7.018346292854319,47.838949065050286,922,Fire Resistant Paint,49,26,4.2
Reinforced Concrete Structures,Concrete,Commercial,2,14,31.122943306722075,1.0459663837080655,61.198961438532606,387,Standard Paint,57,24,3.4
Reinforced Concrete Structures,Timber,Commercial,1,33,25.458372082210765,3.8157221550875793,50.65650239297224,1922,Fire Resistant Paint,49,34,5.8
Timber Structures,Concrete,Commercial,1,26,24.031385903018112,4.548636241933902,40.488045588853346,1890,Standard Paint,70,12,4.5
Reinforced Concrete Structures,Steel,Residential,2,2,26.667969966160985,5.000846463460038,49.81781609870375,1898,Fire Resistant Paint,5,3,5.1
Sandstone,Concrete,Commercial,2,31,19.45604471254186,8.441144386238669,51.67345071458789,1171,Standard Paint,78,29,2.3
Timber Structures,Concrete,Residential,2,4,23.690155238400898,2.637115690034716,87.6233247591666,307,Fire Resistant Paint,7,6,4.3
Reinforced Concrete Structures,Concrete,Commercial,2,24,20.00387259663117,5.394413124027562,63.9734914383633,381,Standard Paint,89,27,3.3
Sandstone,Steel,Residential,2,5,20.63175396449373,7.334848449761797,69.48914942811199,1999,Standard Paint,5,7,1.9
Masonry Structures,Steel,Commercial,1,10,29.939670543748825,5.840922870235431,41.34469074102429,1123,Fire Resistant Paint,77,24,3.1
Sandstone,Timber,Residential,2,2,18.09830889458629,1.3669681357313537,48.05195512907828,572,Standard Paint,8,8,3.3
Masonry Structures,Steel,Commercial,1,10,17.230523181137443,4.867701756322172,75.97587530474773,801,Standard Paint,50,18,2.4
Brick,Steel,Residential,1,2,14.86596356347906,6.586463469243604,43.092551794294955,1686,Fire Resistant Paint,2,10,6.5
Sandstone,Steel,Commercial,1,23,27.583943565699325,2.0851077719294935,41.148696558868316,464,Standard Paint,76,47,5.8
Timber Structures,Steel,Residential,1,2,22.957151496154445,3.7577887981707083,63.762297227710945,1368,Standard Paint,10,3,3.3
Masonry Structures,Steel,Residential,2,6,13.516506501785788,1.7926190412419518,70.7563564127188,1542,Standard Paint,11,1,3.5
Sandstone,Steel,Commercial,1,45,12.597557372858114,3.939177467276083,47.247735479944886,1074,Standard Paint,92,26,1.6
Sandstone,Concrete,Commercial,2,41,23.173236200318545,4.35005941642967,89.59716089306495,363,Standard Paint,60,45,4.0
Timber Structures,Steel,Commercial,1,15,27.50729924734507,9.630089913852164,52.88831106006356,1566,Standard Paint,64,42,2.8
Masonry Structures,Concrete,Residential,1,6,28.198060977383353,4.256531014859888,73.66443438459868,1081,Standard Paint,10,8,3.1
Brick,Timber,Commercial,2,37,24.36102141539236,3.888565601017291,78.03276403450371,633,Fire Resistant Paint,92,34,4.2
Masonry Structures,Steel,Residential,1,3,22.286578807329118,2.6804455154885156,77.8730826696166,758,Standard Paint,4,9,6.8
Timber Structures,Timber,Residential,1,3,31.482567992316973,1.7456380190726257,58.33452012110159,376,Standard Paint,9,5,4.9
Sandstone,Concrete,Commercial,2,41,28.57506452122257,3.0318114488429613,73.42402633300979,1487,Fire Resistant Paint,91,15,4.9
Masonry Structures,Steel,Residential,1,4,23.224117284680496,5.956034901990375,53.230306944141624,874,Standard Paint,8,4,5.3
Sandstone,Timber,Residential,1,2,16.97118484860014,8.616734363833626,40.714989934734746,888,Standard Paint,7,6,5.7
Brick,Steel,Residential,2,2,26.590154899524055,2.2811519889001484,65.30838031667439,1523,Standard Paint,5,5,4.3
Reinforced Concrete Structures,Steel,Commercial,1,37,27.835158974981123,2.6034691698633288,66.5514031380971,1817,Fire Resistant Paint,70,21,4.0
Masonry Structures,Timber,Residential,2,3,27.548524069004785,7.632143238486339,44.10207984402356,747,Standard Paint,7,1,7.9
Timber Structures,Concrete,Residential,2,6,15.96465721373661,6.1992846946500295,71.89059263002244,440,Fire Resistant Paint,11,7,5.0
Sandstone,Timber,Commercial,1,16,15.999679781407307,1.81426383680397,75.48209198920694,764,Fire Resistant Paint,51,24,2.3
Timber Structures,Timber,Residential,1,2,18.047862872374047,2.1045568221265527,84.43824825007502,1467,Fire Resistant Paint,6,10,6.5
Sandstone,Steel,Residential,2,6,13.742283026438153,1.2667229730271712,82.29111180370836,1734,Standard Paint,10,2,2.8
Reinforced Concrete Structures,Timber,Residential,2,3,16.6212562583641,5.9408495823456375,71.25728060317601,809,Fire Resistant Paint,8,3,4.7
Reinforced Concrete Structures,Steel,Commercial,2,7,18.796417390669028,9.357395792351467,81.02904284997047,1579,Standard Paint,97,21,3.5
Reinforced Concrete Structures,Steel,Residential,2,1,14.293957950293695,7.580627336659233,65.81205121828489,199,Fire Resistant Paint,6,7,4.2
Sandstone,Timber,Residential,2,4,25.93214789659687,9.245649582416636,84.23157799272931,713,Standard Paint,7,7,2.7
Sandstone,Concrete,Commercial,1,32,17.508776495052743,7.523637050284015,62.86179933661111,243,Fire Resistant Paint,93,38,3.7
Brick,Timber,Commercial,2,12,30.700332859254587,9.509799262712942,76.1310278708383,178,Standard Paint,62,26,2.5
Timber Structures,Steel,Residential,2,6,33.675957619497325,4.903852677150811,82.07977068735826,828,Standard Paint,10,1,2.6
Reinforced Concrete Structures,Timber,Residential,2,3,13.70014527033636,5.567337090543468,78.05178122496221,108,Standard Paint,10,10,5.6
Masonry Structures,Steel,Residential,1,4,23.71875526149516,1.7315874926120234,56.95856118665113,1452,Standard Paint,9,1,5.4
Brick,Timber,Residential,2,4,17.014285614712954,5.855260280466421,77.58600793014884,1213,Standard Paint,5,5,5.0
Brick,Concrete,Commercial,1,10,34.958147483589855,4.401103889536955,54.49617611315283,387,Standard Paint,50,41,3.0
Masonry Structures,Steel,Residential,2,5,19.552067252208595,9.026221435248099,54.064136792199434,1561,Fire Resistant Paint,10,3,5.6
Reinforced Concrete Structures,Timber,Residential,1,4,26.36396204935182,9.237410792424653,42.35495365886928,1132,Fire Resistant Paint,5,7,1.2
Reinforced Concrete Structures,Timber,Residential,1,5,26.88769708037175,7.277171205267224,51.205507559874626,1577,Fire Resistant Paint,9,10,3.5
Timber Structures,Timber,Residential,1,4,30.083522334580493,7.77237839877119,52.21363383511206,561,Fire Resistant Paint,7,8,5.8
Reinforced Concrete Structures,Steel,Commercial,1,10,19.42488210680633,3.082861822033871,74.24528922461344,253,Standard Paint,21,35,4.2
Sandstone,Timber,Commercial,2,18,12.779990244197503,6.587130038106809,63.778767335257655,425,Standard Paint,82,37,4.3
Masonry Structures,Steel,Residential,2,1,19.976262171388527,5.317144448302213,79.90897205564542,1558,Standard Paint,6,4,2.2
Masonry Structures,Concrete,Residential,1,5,26.322065386365654,9.008014010486994,67.14882813490851,960,Standard Paint,10,8,6.4
Brick,Steel,Commercial,1,29,19.898575063212334,3.1423967149909027,57.268084642684144,998,Standard Paint,54,21,3.2
Reinforced Concrete Structures,Concrete,Residential,1,1,24.986757646161685,4.964698929289201,41.524669021875276,1484,Fire Resistant Paint,10,8,4.2
Sandstone,Concrete,Commercial,1,43,32.209682317701294,1.777303392390492,69.23660458600564,1508,Standard Paint,77,46,1.3
Masonry Structures,Timber,Commercial,1,43,24.172744919893447,8.81209878314753,57.09780984306221,1498,Standard Paint,60,39,6.2
Sandstone,Steel,Commercial,1,42,16.52207412028672,8.509016247205942,73.55114649231155,1435,Standard Paint,86,24,3.7
Masonry Structures,Steel,Residential,1,5,23.13255542077215,4.096908962089584,42.388912343270036,361,Fire Resistant Paint,9,7,2.7
Brick,Timber,Commercial,1,32,11.723695152817372,3.7767154630140145,75.3697840086079,1796,Standard Paint,58,22,4.5
Sandstone,Concrete,Commercial,2,12,30.767708426370383,6.26810092241354,87.01539278067122,1556,Standard Paint,81,38,5.3
Sandstone,Concrete,Residential,1,3,28.666197604340475,5.130274795597395,74.88957985991507,1744,Standard Paint,10,6,4.1
Masonry Structures,Timber,Residential,2,2,19.92578212841621,2.159711222211082,65.00724695163497,545,Fire Resistant Paint,5,2,3.3
Masonry Structures,Steel,Residential,2,3,22.116811781907167,1.1505158256600283,62.39827271034459,881,Fire Resistant Paint,6,8,2.5
Masonry Structures,Timber,Residential,1,2,22.43031168627428,1.781877918041081,52.20201539436881,1180,Fire Resistant Paint,8,10,3.4
Reinforced Concrete Structures,Steel,Commercial,1,13,18.379983073142203,3.346959339282647,60.76832519468273,1756,Standard Paint,56,32,2.8
Sandstone,Concrete,Residential,1,6,19.846774102596306,2.5898902289504826,59.632574967523226,1935,Fire Resistant Paint,11,4,5.5
Brick,Concrete,Residential,1,5,14.362356815045178,5.268423996004951,55.774788019115086,1632,Standard Paint,9,4,1.9
Sandstone,Steel,Commercial,1,11,11.825586990302567,9.409307499610698,86.37095049516422,1134,Standard Paint,88,39,3.4
Brick,Timber,Commercial,1,44,12.968369379070563,3.550000865055793,44.946644413445746,1382,Fire Resistant Paint,81,11,2.2
Brick,Timber,Residential,2,3,15.964875759989507,3.55697954372452,52.49885417004033,248,Standard Paint,8,4,1.9
Masonry Structures,Timber,Commercial,2,44,24.108474821940327,6.5326785677220505,42.915278272312285,1128,Fire Resistant Paint,88,17,6.2
Brick,Concrete,Residential,2,3,18.72514373423288,3.5727533243597516,44.71740110231582,163,Fire Resistant Paint,7,1,2.7
Sandstone,Steel,Commercial,2,29,34.907377061401796,9.71334727221951,49.0880914479898,797,Fire Resistant Paint,75,44,4.0
Sandstone,Concrete,Residential,1,5,29.948738664579658,3.619341290905401,42.27457012701615,1034,Fire Resistant Paint,10,2,4.3
Masonry Structures,Concrete,Commercial,2,8,29.100278537794782,5.327333435296056,86.33048861698383,101,Fire Resistant Paint,98,32,1.3
Timber Structures,Concrete,Commercial,1,27,15.607157656899304,4.222010754550449,72.86660646896775,216,Fire Resistant Paint,95,24,3.6
Sandstone,Steel,Commercial,1,25,29.44270692064685,8.733378830800236,73.10010566796473,313,Standard Paint,65,48,1.6
Masonry Structures,Steel,Residential,1,4,22.649448224755147,9.597623930359878,66.72406350404748,501,Standard Paint,9,6,4.9
Timber Structures,Steel,Residential,2,1,18.81204690098903,3.257327230620995,50.27370468524909,1383,Fire Resistant Paint,6,6,3.6
Sandstone,Concrete,Residential,2,4,28.406806881916246,8.620804778102311,70.86432647324415,329,Standard Paint,9,9,8.5
Reinforced Concrete Structures,Steel,Commercial,1,44,20.622520713219004,5.30348576849426,46.12456155288808,649,Fire Resistant Paint,69,16,3.3
Reinforced Concrete Structures,Timber,Commercial,1,16,23.81747163147526,4.268233057039711,85.80163211622371,688,Standard Paint,92,42,2.4
Masonry Structures,Timber,Commercial,1,40,13.06984625759647,9.726286417264577,83.21826028750695,1694,Standard Paint,88,40,1.6
Timber Structures,Steel,Residential,2,2,12.719299404646158,4.3057446904152705,53.22595367277387,296,Fire Resistant Paint,9,7,1.8
Brick,Steel,Commercial,2,8,15.673067124560351,4.2207546504678115,63.28929176970599,512,Standard Paint,42,36,2.5
Timber Structures,Concrete,Residential,2,5,31.748890486222734,5.009710935254366,70.47863016233728,111,Fire Resistant Paint,7,9,5.2
Brick,Steel,Commercial,2,11,28.685312141993172,4.486075473955639,45.17639605762745,2000,Standard Paint,89,24,1.8
Brick,Concrete,Residential,1,6,24.03283980694377,9.562549943523372,59.832560221187,1335,Standard Paint,10,5,5.9
Brick,Timber,Commercial,2,39,10.615241977312255,2.0100512257556744,79.81352962505308,998,Standard Paint,78,45,2.2
Reinforced Concrete Structures,Timber,Residential,2,6,27.71718866086639,9.600241443375143,83.00094812964441,626,Fire Resistant Paint,9,2,1.5
Timber Structures,Steel,Residential,2,3,13.520358577272987,9.950927574397094,79.41443934448611,1826,Fire Resistant Paint,9,3,2.0
Timber Structures,Concrete,Commercial,1,22,28.799706764937167,9.443541230926904,86.28152437207106,1379,Standard Paint,86,12,3.0
Timber Structures,Steel,Residential,2,2,17.050983978258678,7.82285181961156,60.60827510973761,552,Fire Resistant Paint,10,3,2.2
Brick,Timber,Commercial,1,23,29.20576496807523,1.2469937950226755,87.98597685220255,1281,Fire Resistant Paint,51,21,4.8
Sandstone,Concrete,Commercial,2,42,27.30767801265138,9.923619188634552,81.86953109194175,1661,Standard Paint,67,22,1.1
Masonry Structures,Concrete,Residential,2,4,23.55909464462494,6.614572227052294,88.0915053227722,177,Fire Resistant Paint,4,5,3.6
Brick,Steel,Commercial,2,50,29.71962826444707,9.78655721567293,64.39668461274971,676,Standard Paint,90,22,5.6
Brick,Concrete,Commercial,1,30,28.553346135741418,8.316294247499465,42.64685932949413,1948,Standard Paint,88,28,4.9
Masonry Structures,Timber,Commercial,1,46,17.52392849850318,4.144769165026192,70.90834787328907,1310,Fire Resistant Paint,93,38,4.4
Sandstone,Steel,Commercial,1,13,22.60971174451474,1.2604601168471428,49.717860620436774,1591,Fire Resistant Paint,78,25,4.8
Sandstone,Steel,Residential,1,5,20.25611029356241,2.7854016343130477,42.964625148976445,1814,Standard Paint,10,1,1.9
Sandstone,Timber,Commercial,1,26,13.273319639885973,8.458004709371021,52.570707683783155,181,Fire Resistant Paint,92,46,5.5
Brick,Steel,Commercial,2,34,23.212623856565326,8.686750422782946,40.82028891169599,1726,Standard Paint,73,37,8.2
Reinforced Concrete Structures,Timber,Commercial,1,41,30.255051177424193,3.6439952513879885,48.26766863966475,1517,Standard Paint,81,36,1.6
Brick,Timber,Commercial,1,19,10.860229602295492,5.744604274718788,68.32297313640453,1927,Fire Resistant Paint,43,18,1.9
Timber Structures,Steel,Commercial,2,46,26.691710971583994,5.857444129114116,85.37295909528567,815,Fire Resistant Paint,57,50,2.2
Masonry Structures,Steel,Residential,1,6,30.01853390191056,5.847729464799819,84.15956948397275,1344,Standard Paint,9,3,5.1
Masonry Structures,Concrete,Residential,2,3,32.19110526339857,4.940607980901412,87.53460414426041,1317,Standard Paint,8,8,3.2
Sandstone,Concrete,Commercial,2,15,11.971812213715815,1.6177170660180726,57.91497509729457,766,Standard Paint,99,47,3.8
Timber Structures,Steel,Residential,1,2,26.841378648426467,3.995441332817678,82.04501373395172,306,Standard Paint,9,7,4.8
Reinforced Concrete Structures,Timber,Residential,1,6,24.60854386251581,6.253574300315566,80.98564681571479,1606,Fire Resistant Paint,7,2,4.2
Timber Structures,Timber,Residential,2,1,19.966403485444403,5.244882184452829,58.119329267828306,1967,Standard Paint,4,4,5.3
Reinforced Concrete Structures,Timber,Commercial,1,7,32.26009277521234,6.5817847909989675,65.80906538647824,1410,Standard Paint,38,38,2.3
Sandstone,Timber,Residential,2,5,32.432601840043766,2.1684995220986436,83.34109635344458,455,Fire Resistant Paint,10,6,6.6
Sandstone,Concrete,Commercial,1,13,20.152611764333464,9.41378967230303,81.99381285935095,782,Fire Resistant Paint,42,17,5.1
Reinforced Concrete Structures,Steel,Residential,2,4,33.930904483084326,5.021875897884167,81.38446499286391,687,Fire Resistant Paint,8,7,3.1
Timber Structures,Steel,Commercial,1,16,14.20261389813739,9.183186444029337,40.164920907501944,1560,Fire Resistant Paint,95,28,1.8
Masonry Structures,Concrete,Residential,2,6,24.146694488744824,3.0904697287701204,68.64073230372186,1885,Standard Paint,6,1,2.8
Sandstone,Timber,Residential,1,5,14.022625255473558,7.730569523668129,60.51233858603765,850,Standard Paint,9,6,5.5
Sandstone,Steel,Residential,1,2,25.755223272550857,9.345494304159644,71.56877237063875,809,Fire Resistant Paint,3,9,5.3
Brick,Concrete,Commercial,1,36,19.026872626933727,1.0029037109237193,56.34745645003291,1764,Standard Paint,84,44,2.1
Brick,Steel,Commercial,2,42,10.360435691562817,5.7824082889248825,78.87468409579682,550,Fire Resistant Paint,79,48,4.5
Timber Structures,Steel,Commercial,1,18,20.815017952099645,8.786193835543283,42.61516866318694,120,Fire Resistant Paint,39,16,2.5
Reinforced Concrete Structures,Timber,Commercial,1,14,30.311117385663675,4.7748568383133065,61.63764807832194,1053,Standard Paint,24,21,6.5
Brick,Concrete,Residential,1,1,32.76537630447662,3.634554040248693,73.54972772096372,587,Fire Resistant Paint,5,10,1.9
Timber Structures,Timber,Residential,2,4,10.49140709890571,8.244442300957843,76.59176782348393,1509,Standard Paint,7,5,4.1
Brick,Concrete,Residential,1,5,13.03916801089717,9.52098042886026,50.21831704968142,781,Fire Resistant Paint,5,10,5.5
Sandstone,Steel,Residential,1,1,11.872563951906903,8.804891146784662,48.44174681478405,913,Standard Paint,5,8,3.0
Masonry Structures,Concrete,Residential,2,3,10.901350118524752,2.142904595452547,70.05926299461608,1402,Fire Resistant Paint,5,1,1.7
Reinforced Concrete Structures,Steel,Residential,2,2,14.854353889847452,3.9896203154269587,75.59387911895709,568,Fire Resistant Paint,8,2,2.9
Brick,Timber,Commercial,2,32,30.492667559942973,9.73054382557496,49.65282707843342,1139,Standard Paint,75,20,4.1
Masonry Structures,Timber,Commercial,1,32,21.957863984321946,4.6522139662493265,80.54584530166929,608,Fire Resistant Paint,88,13,2.7
Brick,Concrete,Commercial,2,22,11.893129052718201,1.527134522631786,40.8806478113953,497,Standard Paint,63,44,4.8
Timber Structures,Steel,Commercial,1,21,26.641036322666437,7.835807682483028,51.90416773423354,393,Standard Paint,97,33,2.1
Masonry Structures,Timber,Commercial,1,11,18.488092220180757,6.944631076383547,43.627718507484836,857,Standard Paint,81,24,1.6
Brick,Concrete,Residential,2,4,27.233893629037382,6.162317549429271,84.0278772164276,590,Fire Resistant Paint,10,4,4.8
Reinforced Concrete Structures,Timber,Commercial,1,42,26.746479204770598,2.180706425564126,88.84640889941002,1209,Fire Resistant Paint,64,38,2.8
Timber Structures,Concrete,Residential,1,5,17.645232181687895,8.486586881103984,65.64409151242083,1684,Fire Resistant Paint,7,4,3.8
Reinforced Concrete Structures,Concrete,Residential,1,2,20.345522743231406,1.7950692867369842,76.7399990493458,1516,Fire Resistant Paint,9,1,2.6
Brick,Concrete,Residential,1,6,19.112437759038684,2.042976151521923,53.83248681147325,539,Fire Resistant Paint,8,4,2.3
Brick,Timber,Residential,1,3,31.2665169176999,4.57633909909009,77.25226502967678,1112,Fire Resistant Paint,8,3,4.7
Masonry Structures,Timber,Commercial,1,36,27.817914110206573,4.001516973756865,81.79539369061126,1828,Fire Resistant Paint,75,26,3.1
Reinforced Concrete Structures,Steel,Residential,1,5,16.959761009084083,8.704236811030352,71.56144606395546,1799,Fire Resistant Paint,9,10,3.1
Timber Structures,Concrete,Residential,2,1,11.604761751456305,2.140398441664926,48.59740659518219,1136,Standard Paint,5,4,4.4
Timber Structures,Steel,Commercial,2,30,31.134419931052285,8.150578661973045,82.46941104467987,253,Fire Resistant Paint,74,48,4.1
Reinforced Concrete Structures,Steel,Residential,2,4,18.567426066751633,8.147216963905493,72.60985998752909,1171,Fire Resistant Paint,8,2,5.0
Sandstone,Timber,Commercial,1,40,21.3871077027641,8.920306021363114,56.99923936219238,1083,Standard Paint,95,36,3.0
Reinforced Concrete Structures,Timber,Commercial,2,30,30.7292714982289,2.737430081535155,76.42396201304526,1239,Fire Resistant Paint,78,43,2.2
Timber Structures,Timber,Commercial,1,36,23.62558578558701,1.1619047669287603,61.41593710467798,894,Standard Paint,55,16,3.9
Timber Structures,Timber,Residential,1,6,31.75479788679414,9.719448977551668,71.95505494348434,1782,Standard Paint,10,2,1.3
Reinforced Concrete Structures,Timber,Residential,1,6,12.162622373833244,7.978835175258824,55.80851715159798,193,Fire Resistant Paint,9,2,2.6
